age,annual_income,employment_length,credit_score,loan_amount,debt_to_income,utilization_rate,missed_payments_6m,loan_tenure_months,secured_loan,loan_purpose,region,unemployment_rate,inflation_rate,interest_rate,default_12m
33,120000.0,4.5,713.0,382773.0,1.8,0.382,1,36,unsecured,personal,north,5.44,6.11,16.11,1
58,120000.0,9.0,692.0,280407.0,1.8,0.77,1,48,unsecured,vehicle,north,4.63,5.96,18.44,1
44,120000.0,2.2,655.0,190396.0,1.61,0.875,2,12,unsecured,education,south,10.27,5.21,18.39,0
64,120000.0,3.6,757.0,138371.0,1.401,1.0,2,48,secured,personal,east,5.94,6.22,15.82,0
60,120000.0,14.3,599.0,115000.0,1.223,0.637,0,12,secured,education,north,7.43,5.63,14.18,0
45,120000.0,6.7,536.0,63090.0,0.639,0.428,2,36,unsecured,medical,south,7.85,3.76,15.3,0
51,120000.0,11.0,675.0,70133.0,0.934,0.67,1,60,unsecured,business,central,7.33,5.16,14.63,1
35,120000.0,6.3,747.0,310739.0,1.8,0.743,3,60,secured,business,west,3.5,4.38,15.93,1
25,131556.0,2.8,653.0,435347.0,1.8,1.0,5,36,secured,home_improvement,west,8.59,4.33,20.64,0
38,120000.0,3.3,700.0,80606.0,0.753,0.577,0,36,unsecured,education,east,6.75,5.39,12.65,0
47,120000.0,8.0,595.0,170131.0,1.597,0.776,1,24,unsecured,vehicle,east,7.34,4.44,18.69,0
29,120000.0,6.3,766.0,58489.0,0.613,0.258,0,60,unsecured,home_improvement,north,5.92,5.93,12.62,0
30,120000.0,2.5,735.0,86257.0,0.875,0.524,1,24,unsecured,personal,west,5.71,6.05,13.37,0
21,120000.0,5.7,688.0,192700.0,1.8,0.558,1,12,secured,personal,east,5.78,2.88,16.75,0
54,120000.0,3.8,699.0,116174.0,1.323,0.568,5,48,unsecured,personal,central,5.84,6.41,17.58,1
61,120000.0,5.2,582.0,46839.0,0.667,0.7,2,60,unsecured,vehicle,west,6.06,5.37,15.96,1
58,120000.0,12.2,585.0,497456.0,1.8,0.731,4,60,unsecured,home_improvement,east,8.26,5.86,20.68,0
38,120000.0,1.8,677.0,157638.0,1.484,1.0,3,60,secured,business,east,6.28,6.37,15.95,0
47,120000.0,12.6,725.0,79391.0,0.974,0.344,2,24,secured,medical,east,7.44,4.2,13.41,0
64,122089.0,14.8,730.0,176879.0,1.8,0.818,4,72,secured,business,south,6.09,5.43,18.03,1
47,120000.0,11.3,659.0,154421.0,1.543,0.868,5,24,secured,personal,north,7.28,6.03,18.82,1
34,120000.0,5.9,742.0,214097.0,1.8,0.432,0,60,secured,personal,south,6.75,5.51,15.07,0
36,120000.0,1.0,793.0,130496.0,1.299,0.992,3,48,unsecured,business,east,6.06,7.02,16.54,1
53,120000.0,3.0,679.0,199639.0,1.8,0.668,3,36,unsecured,personal,west,5.11,4.57,20.1,1
41,134432.0,9.5,722.0,300548.0,1.8,0.971,3,48,unsecured,personal,west,7.26,5.43,19.87,0
58,120000.0,4.8,670.0,69091.0,0.86,0.798,0,36,unsecured,home_improvement,north,5.61,5.37,14.1,1
59,120000.0,14.3,677.0,103713.0,1.076,0.797,0,12,unsecured,vehicle,south,7.39,7.1,15.27,0
22,120000.0,2.3,699.0,280834.0,1.8,0.754,0,36,unsecured,business,west,4.91,5.85,18.82,0
53,120000.0,7.8,814.0,113732.0,1.011,0.527,2,60,unsecured,business,central,5.94,5.43,14.02,0
37,173442.0,5.3,803.0,154340.0,0.861,0.881,2,36,secured,education,west,4.17,7.55,12.76,0
44,120000.0,7.1,748.0,119880.0,1.132,0.889,3,36,unsecured,education,west,5.57,6.26,17.64,0
32,120000.0,2.1,652.0,124839.0,1.223,0.766,0,36,secured,personal,central,6.23,4.87,16.11,1
37,120000.0,8.3,619.0,118136.0,0.948,0.512,2,36,unsecured,personal,east,8.38,5.33,15.24,0
35,120000.0,7.7,715.0,71815.0,0.705,0.499,1,24,unsecured,vehicle,south,8.51,6.27,13.34,0
23,120000.0,1.0,779.0,219362.0,1.8,1.0,1,60,unsecured,personal,south,8.01,4.59,17.97,1
56,138744.0,7.0,832.0,324648.0,1.8,0.534,3,24,secured,medical,west,7.48,6.28,16.67,0
27,120000.0,5.4,502.0,145115.0,1.406,0.709,2,36,unsecured,business,east,7.0,6.69,20.4,1
37,120000.0,0.0,870.0,301689.0,1.8,1.0,2,36,unsecured,personal,east,6.04,6.01,17.52,0
29,120000.0,3.3,717.0,118278.0,1.316,0.559,0,24,unsecured,personal,south,6.5,4.85,14.04,0
28,184623.0,4.0,812.0,113826.0,0.746,0.26,4,60,secured,home_improvement,central,5.96,5.1,12.1,0
37,120000.0,1.5,556.0,212554.0,1.8,0.749,1,36,secured,personal,central,8.07,6.08,18.06,1
62,129124.0,13.2,677.0,214871.0,1.8,0.506,1,48,unsecured,vehicle,north,6.28,5.84,18.67,0
63,120000.0,10.4,748.0,151253.0,1.461,0.482,1,36,unsecured,vehicle,east,8.12,7.85,15.02,0
38,120000.0,2.6,598.0,252656.0,1.8,0.722,1,60,secured,home_improvement,south,5.11,4.64,17.28,0
43,120000.0,8.4,469.0,70507.0,0.837,0.459,0,36,unsecured,vehicle,central,8.62,6.07,16.54,0
65,132651.0,7.7,723.0,133575.0,1.228,0.588,1,72,unsecured,vehicle,north,5.9,5.17,15.82,1
31,133838.0,5.1,695.0,304715.0,1.8,0.8,2,60,unsecured,education,east,6.26,3.07,19.09,1
63,120000.0,4.6,794.0,304182.0,1.8,0.637,0,48,secured,business,central,7.1,6.72,15.26,0
25,120000.0,1.9,674.0,280244.0,1.8,0.463,3,60,unsecured,business,west,5.12,5.19,18.92,0
31,120000.0,2.6,680.0,315995.0,1.8,0.904,2,12,unsecured,education,south,6.77,6.75,18.56,0
36,120000.0,2.1,738.0,127752.0,1.204,0.991,2,60,unsecured,business,south,6.24,6.27,16.7,1
22,120000.0,1.4,764.0,53724.0,0.568,0.707,0,12,unsecured,personal,central,8.22,6.25,12.39,0
57,120000.0,8.8,633.0,137556.0,1.216,0.396,2,36,unsecured,home_improvement,south,6.01,5.09,17.87,0
59,120000.0,12.7,757.0,246076.0,1.8,1.0,1,36,unsecured,business,north,8.47,4.9,18.06,0
38,120000.0,5.9,647.0,273658.0,1.8,0.988,0,12,secured,home_improvement,west,6.94,7.58,17.56,0
58,120000.0,10.6,687.0,115604.0,1.363,0.876,1,36,unsecured,business,central,5.83,5.83,17.28,1
55,120000.0,9.4,736.0,86750.0,1.022,0.555,2,36,secured,home_improvement,central,7.12,7.54,14.24,0
57,120000.0,7.6,749.0,92547.0,0.935,0.298,1,60,unsecured,vehicle,west,6.97,5.48,13.5,0
57,142237.0,8.1,730.0,114304.0,0.933,0.656,2,24,unsecured,vehicle,west,5.52,5.92,14.43,0
46,120000.0,7.0,605.0,47423.0,0.649,0.208,0,24,unsecured,education,east,6.24,6.09,15.49,0
25,160654.0,0.5,582.0,115538.0,1.132,1.0,0,60,secured,medical,central,6.89,6.63,14.24,1
62,120000.0,13.6,672.0,167899.0,1.675,1.0,1,12,secured,personal,west,8.27,3.21,16.55,0
48,120000.0,7.0,759.0,152722.0,1.246,0.505,0,48,secured,personal,north,8.41,5.06,12.74,0
61,157492.0,11.1,754.0,131311.0,1.117,0.589,2,36,unsecured,personal,north,6.4,6.05,16.61,0
64,120000.0,6.5,704.0,103983.0,1.171,0.722,0,48,unsecured,vehicle,north,7.85,7.02,14.85,0
29,120000.0,4.8,686.0,112159.0,1.379,0.569,3,60,unsecured,home_improvement,central,8.82,6.4,16.78,0
39,120000.0,2.8,709.0,113456.0,1.096,0.357,3,48,unsecured,vehicle,south,6.25,5.08,16.01,0
29,120000.0,0.0,612.0,257445.0,1.8,0.609,1,36,secured,medical,central,6.08,5.94,18.14,1
23,120000.0,5.4,745.0,162657.0,1.59,0.816,5,60,unsecured,personal,south,6.6,8.2,18.45,0
64,120000.0,12.8,750.0,1274987.0,1.8,0.708,3,36,secured,business,central,7.92,5.73,17.57,0
62,120346.0,13.2,660.0,131135.0,1.167,0.742,1,12,unsecured,medical,north,7.58,5.28,16.5,0
62,120000.0,11.6,719.0,216342.0,1.8,0.974,2,36,unsecured,education,east,6.66,6.28,18.51,0
60,122392.0,9.5,559.0,133050.0,1.082,0.962,2,12,secured,personal,west,7.48,5.33,15.52,0
50,120000.0,6.4,700.0,130965.0,1.113,0.617,1,60,unsecured,business,east,5.06,5.78,15.53,0
44,120000.0,8.1,676.0,449343.0,1.8,0.772,5,24,unsecured,personal,west,5.43,6.02,20.16,1
65,191089.0,14.4,845.0,311267.0,1.8,1.0,0,12,unsecured,personal,east,7.67,4.94,16.66,0
45,120000.0,5.8,671.0,52024.0,0.764,0.426,1,48,secured,home_improvement,north,4.4,4.95,13.21,0
49,120000.0,13.2,751.0,83730.0,0.933,0.65,5,48,unsecured,education,central,5.91,7.42,16.61,0
30,120000.0,1.7,657.0,148961.0,1.423,0.875,2,60,unsecured,vehicle,west,8.21,4.41,17.87,1
54,146348.0,4.1,538.0,116294.0,1.129,0.526,2,60,unsecured,business,north,7.16,4.51,18.89,0
57,120000.0,3.8,669.0,61058.0,0.638,0.229,1,48,unsecured,education,central,7.87,5.62,13.32,0
51,120000.0,2.4,701.0,175479.0,1.602,0.939,1,36,unsecured,personal,central,6.7,4.59,17.5,0
43,120000.0,4.3,697.0,48013.0,0.572,0.836,1,48,secured,education,east,9.79,6.1,12.64,0
29,120000.0,1.3,699.0,176732.0,1.707,1.0,1,48,secured,education,south,8.98,5.78,17.61,1
22,120000.0,2.3,648.0,261577.0,1.8,0.639,0,48,unsecured,vehicle,west,6.14,6.25,18.45,0
49,120000.0,6.9,662.0,287012.0,1.8,0.614,2,36,secured,education,north,3.77,6.67,17.99,0
51,120000.0,10.0,602.0,148182.0,1.383,1.0,0,24,unsecured,business,west,6.18,5.92,18.51,0
55,120000.0,8.6,536.0,434534.0,1.8,0.926,3,24,secured,business,west,10.05,6.67,19.69,1
63,120000.0,10.5,678.0,201906.0,1.8,1.0,2,72,unsecured,business,south,6.87,3.7,20.54,1
43,120000.0,3.8,630.0,282035.0,1.8,0.755,1,48,unsecured,personal,central,5.16,5.47,20.08,0
58,120000.0,13.5,767.0,100854.0,1.081,0.625,1,36,unsecured,vehicle,east,7.15,3.68,14.75,0
53,120000.0,3.4,522.0,437601.0,1.8,0.774,1,36,secured,vehicle,north,6.32,5.83,20.09,0
33,120000.0,3.9,708.0,162442.0,1.584,0.831,3,24,secured,business,east,5.49,6.84,16.77,0
59,120000.0,9.0,845.0,453568.0,1.8,0.834,3,36,secured,education,south,4.63,4.2,16.28,1
23,120000.0,2.8,672.0,393486.0,1.8,0.645,3,60,unsecured,business,central,6.11,3.54,18.53,0
47,120000.0,6.4,686.0,192426.0,1.79,0.869,2,48,unsecured,vehicle,north,6.62,4.78,19.26,1
63,120000.0,10.5,718.0,211863.0,1.8,1.0,6,12,unsecured,vehicle,central,8.04,6.3,21.04,1
50,120000.0,6.5,724.0,144790.0,1.359,0.883,1,48,unsecured,business,north,6.77,5.68,16.32,0
63,120000.0,14.7,655.0,95562.0,0.853,0.632,0,48,secured,medical,east,7.0,4.91,13.14,0
23,120000.0,0.5,610.0,239637.0,1.8,0.957,3,36,unsecured,personal,west,5.4,5.7,20.29,1
44,120000.0,11.7,735.0,231799.0,1.8,0.721,1,36,unsecured,personal,central,6.2,3.98,17.57,0
56,120000.0,9.6,543.0,56832.0,0.573,0.307,1,72,unsecured,education,south,6.86,5.65,15.14,0
49,120000.0,7.1,748.0,154229.0,1.371,0.604,4,36,secured,vehicle,south,6.53,4.77,15.11,1
60,120000.0,9.3,657.0,286132.0,1.8,0.868,1,60,unsecured,personal,central,7.21,6.29,19.75,1
41,120000.0,6.7,686.0,421987.0,1.8,0.787,6,12,secured,personal,east,5.82,4.04,21.16,0
51,120000.0,5.7,647.0,260786.0,1.8,0.627,3,24,unsecured,vehicle,south,7.65,5.55,20.73,0
39,120000.0,4.9,793.0,60705.0,0.624,0.334,2,48,unsecured,home_improvement,central,8.47,5.16,12.03,0
60,120000.0,9.8,705.0,82011.0,0.91,0.423,0,24,secured,medical,east,4.53,6.52,10.83,0
26,120000.0,2.2,662.0,129976.0,1.315,0.508,3,60,unsecured,personal,east,6.59,4.69,17.14,0
32,145446.0,3.8,683.0,404023.0,1.8,0.824,6,48,unsecured,personal,north,8.94,3.45,21.02,1
25,120000.0,2.2,675.0,109689.0,1.153,0.489,1,48,secured,education,west,4.62,6.08,12.58,0
52,120000.0,8.0,866.0,323868.0,1.8,0.634,1,48,secured,education,west,5.83,4.19,14.11,1
31,125900.0,7.2,593.0,108550.0,1.164,0.554,3,48,unsecured,vehicle,west,8.07,5.32,17.41,0
35,125766.0,4.8,772.0,230084.0,1.8,0.762,2,48,unsecured,personal,east,7.02,5.84,18.62,0
58,120000.0,17.1,729.0,88343.0,1.174,0.44,1,72,unsecured,medical,central,6.75,3.19,15.13,0
37,120000.0,4.1,802.0,143490.0,1.418,0.59,3,48,unsecured,home_improvement,east,5.17,4.31,16.5,0
27,120000.0,4.4,733.0,77999.0,0.827,0.483,2,36,secured,business,south,7.41,6.52,13.06,0
21,120000.0,0.0,686.0,415823.0,1.8,0.794,3,24,unsecured,business,west,8.23,6.4,19.7,1
31,143658.0,6.7,784.0,103606.0,0.876,0.789,2,36,unsecured,home_improvement,central,7.23,5.33,14.46,0
62,120000.0,8.1,703.0,59537.0,0.724,0.255,1,48,secured,vehicle,south,6.11,4.36,10.15,0
45,156935.0,7.4,776.0,56551.0,0.552,0.382,0,36,secured,personal,south,6.59,8.08,9.29,1
65,120000.0,10.2,793.0,153963.0,1.682,0.839,6,48,unsecured,vehicle,west,5.71,5.77,19.99,1
30,120000.0,3.6,693.0,120844.0,1.14,0.587,1,60,unsecured,medical,east,6.34,6.3,14.41,0
36,120000.0,3.0,654.0,248121.0,1.8,0.768,1,48,secured,personal,east,4.92,4.79,17.96,0
28,120000.0,0.0,638.0,139689.0,1.209,0.74,3,60,secured,vehicle,west,6.22,4.37,16.21,1
38,122280.0,3.4,722.0,347277.0,1.8,0.6,2,48,secured,home_improvement,west,7.72,6.48,18.03,1
46,120000.0,10.9,620.0,126688.0,1.092,0.776,1,24,unsecured,vehicle,south,6.84,5.24,16.58,1
57,120000.0,10.4,660.0,317176.0,1.8,0.535,1,48,secured,personal,east,6.58,5.67,16.92,0
37,120000.0,0.1,613.0,87626.0,0.894,0.478,2,24,unsecured,vehicle,west,5.74,5.26,14.91,0
55,120000.0,11.8,724.0,61257.0,0.422,0.294,2,36,secured,vehicle,east,6.94,6.89,11.79,0
49,120000.0,4.3,630.0,95304.0,1.136,0.604,1,60,unsecured,home_improvement,central,7.19,5.24,16.53,1
34,120000.0,5.5,590.0,78145.0,0.841,1.0,2,24,secured,personal,south,5.88,5.96,15.25,1
62,120000.0,11.9,603.0,72663.0,0.731,0.466,1,60,secured,education,west,6.16,5.59,13.41,0
40,120000.0,6.6,643.0,212963.0,1.8,0.64,4,36,secured,personal,central,4.94,3.97,18.64,1
27,120000.0,7.1,650.0,137063.0,1.402,0.875,2,48,unsecured,vehicle,west,7.76,4.59,17.49,1
64,120000.0,8.3,705.0,178466.0,1.717,1.0,3,24,unsecured,personal,central,8.79,5.72,19.16,0
62,120000.0,12.1,674.0,229328.0,1.8,0.985,3,24,secured,education,south,6.17,5.01,18.76,1
23,120000.0,4.3,714.0,54410.0,0.664,0.594,0,60,unsecured,business,east,7.54,5.17,14.12,0
61,120000.0,8.1,720.0,235733.0,1.8,0.74,0,48,secured,education,central,8.01,6.9,15.55,1
63,168899.0,8.3,786.0,74356.0,0.558,0.731,1,72,secured,home_improvement,south,6.68,5.11,11.57,0
58,120000.0,8.4,543.0,111867.0,1.204,0.453,2,36,unsecured,home_improvement,south,7.37,7.6,16.8,1
32,120000.0,3.7,602.0,47578.0,0.514,0.99,2,36,secured,education,south,5.81,5.19,14.25,0
49,120000.0,2.8,728.0,249067.0,1.8,0.566,1,48,unsecured,home_improvement,north,7.77,4.83,17.94,0
45,120000.0,7.7,702.0,54291.0,0.608,0.777,0,24,unsecured,medical,south,6.07,6.95,12.73,0
48,120000.0,2.5,759.0,74602.0,0.769,0.634,2,12,unsecured,personal,north,7.13,5.71,14.48,0
48,120000.0,10.6,570.0,78204.0,0.943,0.448,3,60,secured,personal,west,7.49,6.81,14.24,0
49,120000.0,8.5,650.0,149688.0,1.253,0.694,1,36,unsecured,home_improvement,east,7.09,4.24,16.58,0
44,120000.0,11.5,664.0,146748.0,1.534,0.982,1,72,secured,personal,west,7.81,3.37,16.36,0
52,120000.0,9.8,699.0,275883.0,1.8,0.818,6,24,unsecured,vehicle,central,5.33,2.79,22.1,1
44,120000.0,4.8,689.0,152060.0,1.151,0.503,1,24,unsecured,business,west,7.43,3.96,15.19,0
21,148027.0,0.0,746.0,304904.0,1.8,0.414,2,12,unsecured,business,east,6.58,4.05,18.52,0
22,120000.0,1.0,677.0,208264.0,1.8,0.956,1,72,secured,education,west,6.8,5.95,18.24,0
64,120000.0,10.7,789.0,88030.0,0.967,0.59,2,60,unsecured,medical,east,6.69,5.2,15.86,0
61,120000.0,13.6,813.0,105485.0,1.043,0.286,2,72,secured,personal,central,6.58,5.08,10.47,0
47,120000.0,3.7,602.0,434469.0,1.8,0.775,4,60,unsecured,education,east,8.5,4.1,21.18,1
28,120000.0,7.8,689.0,361432.0,1.8,0.576,0,24,unsecured,personal,east,7.53,6.29,18.42,0
56,120000.0,12.6,746.0,278076.0,1.8,0.488,3,60,unsecured,education,central,3.72,6.11,18.64,1
27,120000.0,0.9,730.0,302873.0,1.8,0.95,0,48,unsecured,home_improvement,west,7.7,3.8,17.9,0
37,120000.0,9.4,655.0,220209.0,1.8,0.542,1,36,unsecured,vehicle,north,7.43,5.03,18.61,0
35,120000.0,1.2,705.0,202363.0,1.8,0.782,6,36,unsecured,business,east,5.93,4.59,20.57,1
21,121306.0,0.6,568.0,168100.0,1.353,0.702,1,48,unsecured,vehicle,east,7.22,7.15,18.94,0
57,120000.0,5.2,685.0,491026.0,1.8,0.647,2,36,secured,vehicle,east,6.77,5.62,17.1,1
43,120000.0,11.0,577.0,120327.0,1.426,0.349,3,36,unsecured,education,north,7.05,5.39,18.08,0
35,120000.0,0.0,724.0,190269.0,1.8,0.533,2,60,unsecured,home_improvement,central,5.86,5.61,16.5,1
43,120000.0,1.2,602.0,53617.0,0.591,0.51,2,36,secured,business,west,5.1,5.59,13.64,0
21,120000.0,0.0,698.0,64218.0,0.597,0.773,0,36,unsecured,education,west,8.38,5.67,12.33,0
40,120000.0,8.7,710.0,529588.0,1.8,0.574,3,72,secured,vehicle,west,6.22,3.28,18.32,1
44,120000.0,8.6,692.0,243022.0,1.8,0.714,4,60,unsecured,vehicle,north,6.0,5.4,20.69,0
36,131162.0,4.1,649.0,141739.0,1.123,0.981,0,24,unsecured,medical,north,7.4,8.33,16.04,0
58,120000.0,12.3,670.0,171255.0,1.481,0.499,3,24,unsecured,home_improvement,south,6.26,4.44,16.53,0
32,120000.0,2.4,775.0,67321.0,0.774,0.251,0,36,unsecured,personal,west,7.09,6.33,11.47,0
27,120000.0,2.8,654.0,123219.0,1.251,0.583,2,48,secured,personal,south,5.87,6.01,15.35,1
44,120000.0,10.7,688.0,63083.0,0.764,0.728,1,36,unsecured,personal,south,7.38,5.3,14.48,0
60,131990.0,9.0,655.0,134330.0,1.419,0.553,3,36,unsecured,education,east,7.98,4.46,17.47,1
37,120000.0,1.7,763.0,253269.0,1.8,0.598,2,12,unsecured,personal,central,7.03,5.94,18.98,0
23,120000.0,1.9,692.0,218523.0,1.8,0.52,5,36,secured,business,north,5.56,5.02,17.82,1
64,120000.0,13.0,629.0,457224.0,1.8,0.692,4,36,secured,vehicle,east,7.27,5.3,17.52,0
40,120000.0,5.1,687.0,197122.0,1.8,1.0,6,36,secured,business,north,5.91,5.84,20.65,1
28,120000.0,4.8,668.0,32500.0,0.373,0.448,3,12,secured,education,south,7.07,4.45,12.52,0
48,120000.0,6.1,791.0,578349.0,1.8,0.93,3,36,unsecured,business,south,4.49,5.03,18.69,1
35,268420.0,3.9,816.0,94235.0,0.476,0.19,0,48,unsecured,business,west,7.92,6.11,10.15,0
63,120000.0,11.6,582.0,180840.0,1.8,0.748,3,36,unsecured,business,west,7.13,5.36,20.42,1
34,120000.0,4.1,723.0,173892.0,1.512,0.815,5,24,unsecured,personal,north,7.04,3.57,19.04,1
45,120000.0,10.8,820.0,190343.0,1.727,0.714,1,36,unsecured,vehicle,central,8.01,5.79,17.3,0
45,120000.0,7.1,776.0,167919.0,1.672,0.496,1,36,unsecured,business,west,4.77,5.98,16.59,1
31,140811.0,1.6,622.0,169853.0,1.256,0.807,3,36,unsecured,personal,west,5.83,6.08,17.69,0
43,120000.0,7.1,666.0,68936.0,0.785,0.554,0,60,secured,personal,east,6.34,5.19,12.84,0
25,120000.0,4.0,684.0,874615.0,1.8,0.93,2,72,unsecured,personal,east,4.07,4.45,20.29,1
49,120000.0,9.3,685.0,248559.0,1.8,0.519,1,48,unsecured,medical,east,7.1,4.17,18.0,0
55,135301.0,10.7,728.0,168337.0,1.43,0.742,0,36,unsecured,business,north,5.51,5.01,16.02,0
63,120000.0,6.0,660.0,538861.0,1.8,0.804,0,36,unsecured,personal,north,8.28,6.13,18.97,0
35,120000.0,0.0,617.0,81085.0,0.751,0.675,2,60,unsecured,personal,west,5.74,4.7,16.75,0
33,120000.0,6.8,757.0,286202.0,1.8,0.515,1,60,unsecured,medical,west,8.13,7.21,16.91,0
45,120000.0,7.3,602.0,113453.0,1.121,0.343,0,60,secured,business,south,5.61,4.81,13.68,0
52,120000.0,7.7,626.0,211402.0,1.8,0.52,2,60,unsecured,education,east,8.21,6.8,19.16,0
65,120000.0,13.1,601.0,214463.0,1.8,0.826,1,60,secured,vehicle,east,6.5,5.8,17.73,0
22,120000.0,6.0,732.0,35642.0,0.303,0.103,1,36,secured,personal,north,5.96,4.87,9.36,0
31,193374.0,6.7,760.0,64178.0,0.412,0.412,0,48,unsecured,vehicle,central,8.95,4.23,13.32,1
32,120000.0,5.6,752.0,456428.0,1.8,0.981,4,36,unsecured,personal,south,7.94,5.91,19.69,0
32,120000.0,0.1,627.0,138150.0,1.353,0.626,0,48,unsecured,personal,central,6.6,5.27,17.28,0
41,120000.0,2.7,592.0,597809.0,1.8,0.564,2,48,secured,personal,central,4.77,4.65,17.35,0
60,120000.0,2.6,653.0,381391.0,1.8,0.657,3,60,unsecured,personal,south,5.64,5.45,19.37,1
22,120000.0,2.2,672.0,141043.0,1.693,0.571,1,60,unsecured,vehicle,south,6.94,5.63,15.6,1
57,120000.0,12.3,702.0,133181.0,1.228,0.451,1,36,secured,home_improvement,south,6.1,4.51,13.82,0
48,120000.0,10.3,560.0,475190.0,1.8,0.944,2,36,unsecured,home_improvement,south,5.64,5.51,19.73,0
48,120000.0,8.8,722.0,638555.0,1.8,0.843,5,48,unsecured,vehicle,west,6.62,3.21,20.64,1
51,225039.0,7.0,714.0,135092.0,0.519,0.667,1,48,secured,home_improvement,north,7.86,4.04,11.25,0
26,131320.0,0.0,648.0,442328.0,1.8,0.637,4,36,unsecured,vehicle,west,8.97,6.31,19.08,1
54,120000.0,5.8,774.0,317906.0,1.8,0.422,4,60,secured,home_improvement,east,5.71,5.01,16.8,1
32,120000.0,2.3,522.0,355633.0,1.8,0.756,1,36,secured,home_improvement,north,6.02,6.05,18.27,1
44,157921.0,2.8,744.0,173815.0,1.311,0.804,2,48,unsecured,medical,north,8.07,5.93,18.11,1
51,120000.0,12.8,710.0,105127.0,1.059,0.655,1,72,secured,vehicle,north,5.55,6.36,13.73,0
48,127218.0,2.8,631.0,82015.0,0.765,0.315,3,36,unsecured,business,west,6.17,6.07,14.28,0
35,120000.0,2.9,653.0,69719.0,0.869,0.368,1,24,secured,vehicle,central,6.97,6.26,13.03,0
38,120000.0,0.0,778.0,563587.0,1.8,0.745,1,48,secured,education,west,8.16,3.91,16.21,1
42,120000.0,6.1,833.0,163917.0,1.469,0.799,2,48,unsecured,home_improvement,west,4.93,7.02,16.06,0
22,120000.0,0.2,766.0,77335.0,0.874,0.357,0,36,unsecured,personal,south,6.58,5.98,12.53,0
53,120000.0,6.9,828.0,312256.0,1.8,0.586,1,24,unsecured,education,south,5.55,7.88,17.13,0
25,120000.0,0.0,634.0,119221.0,1.327,0.905,0,36,unsecured,personal,north,8.21,5.23,16.22,0
41,120000.0,5.0,568.0,106603.0,1.124,0.63,1,60,unsecured,education,east,7.27,4.54,18.04,0
50,120000.0,5.6,682.0,624188.0,1.8,0.701,3,48,secured,education,west,6.55,6.52,18.62,1
24,120000.0,0.3,746.0,68531.0,0.614,0.436,0,36,unsecured,education,central,6.52,6.24,12.39,0
65,396234.0,16.9,796.0,189621.0,0.59,0.925,2,24,unsecured,home_improvement,north,7.39,3.68,12.82,0
37,120000.0,4.5,617.0,110847.0,1.384,1.0,0,24,unsecured,business,east,5.95,5.32,18.42,0
21,120000.0,1.6,625.0,99925.0,0.984,0.729,4,36,secured,education,central,6.47,4.76,15.12,1
50,120000.0,5.9,713.0,62849.0,0.795,0.904,1,36,unsecured,education,central,6.26,4.88,14.83,0
46,120000.0,3.9,703.0,169182.0,1.433,0.714,1,36,unsecured,personal,south,6.73,5.47,16.64,0
49,120000.0,6.9,628.0,92223.0,0.819,0.52,1,24,unsecured,vehicle,east,8.05,4.47,15.25,0
54,120000.0,15.8,700.0,239042.0,1.8,0.904,0,36,unsecured,vehicle,north,5.84,6.48,17.88,0
42,120000.0,4.4,600.0,157857.0,1.7,0.839,2,48,secured,personal,south,7.59,4.59,17.27,1
58,120000.0,10.3,654.0,132826.0,1.132,0.757,1,12,secured,home_improvement,north,7.06,4.59,14.19,0
37,178390.0,1.5,644.0,92545.0,0.623,0.944,0,36,secured,medical,north,6.54,4.13,12.4,0
45,120000.0,0.0,675.0,412487.0,1.8,0.589,2,60,unsecured,personal,west,7.63,5.7,19.5,0
28,120000.0,0.0,626.0,262549.0,1.8,1.0,0,36,secured,personal,central,6.81,4.22,17.45,0
48,120000.0,13.9,738.0,104519.0,1.103,0.597,0,60,unsecured,home_improvement,central,7.26,5.96,13.59,0
32,120000.0,4.5,684.0,67273.0,0.822,0.318,0,12,secured,medical,east,8.16,6.51,12.18,0
52,120894.0,12.7,670.0,47706.0,0.467,0.263,0,48,secured,education,west,6.29,4.89,10.7,0
57,120000.0,8.0,819.0,340878.0,1.8,0.623,2,36,unsecured,home_improvement,east,6.23,6.85,16.83,0
59,120000.0,2.4,715.0,293890.0,1.8,0.639,1,48,secured,business,central,7.41,5.12,15.68,1
62,120000.0,6.9,658.0,321345.0,1.8,0.648,3,36,secured,education,west,6.7,6.55,17.79,1
26,120000.0,2.4,642.0,150514.0,1.461,0.782,3,24,unsecured,personal,south,7.97,6.22,18.35,1
27,120000.0,2.2,597.0,274830.0,1.8,0.764,6,60,secured,vehicle,west,9.23,4.76,21.08,1
62,137597.0,10.2,697.0,317323.0,1.8,0.853,2,60,secured,home_improvement,north,8.61,5.5,17.54,1
38,120000.0,2.7,709.0,155536.0,1.438,0.843,3,48,unsecured,home_improvement,west,5.67,5.63,17.42,0
22,120000.0,3.1,542.0,128953.0,1.187,0.917,5,36,unsecured,education,west,7.59,4.51,20.16,0
33,120000.0,1.5,584.0,86285.0,1.005,0.609,0,24,unsecured,vehicle,west,4.63,4.29,15.62,0
58,120000.0,10.2,647.0,214700.0,1.8,1.0,3,24,unsecured,personal,south,7.18,4.82,19.79,1
36,120000.0,4.3,604.0,234097.0,1.8,0.72,2,60,secured,vehicle,west,6.5,4.68,17.82,1
24,120000.0,0.0,689.0,124960.0,1.321,0.739,0,36,unsecured,home_improvement,south,7.34,2.93,16.23,0
